id,year_birth,education,marital_status,income,kid_home,teen_home,registration_date,recency,amt_liquor,amt_vegetable,amt_meat,amt_fish,amt_chocolate,amt_commodity,num_deals,num_web_purchase,num_instore_purchase,web_visits_per_month,response,complain,country,lead_conversion
368,1975,Bachelor,Couple,4004900,0,1,11/29/12,61,91,65,52,10,44,28,3,3,6,5,0,0,IND,0
375,1955,Bachelor,Single,7677300,0,0,2/25/13,79,516,56,449,86,33,16,1,2,11,1,0,0,SP,0
378,1972,Bachelor,Couple,5253100,0,0,12/30/12,68,283,112,151,51,72,125,2,7,10,6,0,0,SP,0
380,1955,Bachelor,Single,6449700,0,1,09/10/12,17,1170,48,320,42,32,192,5,11,9,8,1,0,SA,1
387,1977,High School / Below,Couple,750000,0,0,11/13/12,59,6,16,11,11,1,16,1,2,3,8,0,0,US,0
405,1965,Bachelor,Single,4163800,0,1,2/13/13,68,315,0,31,4,0,91,4,5,3,8,0,0,SP,1
425,1986,Bachelor,Couple,5535700,2,0,2/19/13,66,374,64,116,84,25,64,3,6,11,5,0,0,IND,0
433,1959,Master,Single,6133100,1,1,03/10/13,42,534,5,47,0,5,41,5,11,6,8,0,0,CA,0
437,1977,Master,Single,7501200,0,0,1/25/14,41,294,142,218,164,58,151,1,3,11,1,0,0,AUS,0
448,1979,Doctorate,Single,5488000,1,0,03/01/13,57,308,85,137,102,45,118,2,6,11,5,0,0,SP,0
450,1959,Master,Couple,4231500,0,1,07/12/13,90,67,15,80,17,11,80,3,1,4,3,0,0,US,0
451,1990,Bachelor,Single,925500,1,0,12/20/13,91,9,0,7,2,0,4,1,1,2,8,0,0,IND,0
453,1957,Doctorate,Single,3534000,1,1,6/29/14,1,27,0,12,0,1,5,2,2,3,5,0,0,SP,0
454,1981,Bachelor,Couple,6950800,1,0,11/14/12,48,824,32,162,42,32,43,2,11,11,6,0,0,SA,0
455,1947,Doctorate,Couple,5101200,0,0,4/18/13,86,102,9,63,2,9,24,1,4,4,6,0,0,SP,0
456,1987,Master,Couple,750000,1,0,02/07/13,96,1,11,5,4,6,9,2,2,3,8,0,0,SP,0
460,1973,Doctorate,Couple,7993000,0,0,08/08/12,72,792,86,740,67,51,17,1,3,8,2,0,0,SA,0
466,1945,Bachelor,Couple,6527500,0,0,04/03/13,9,388,14,218,91,14,21,1,4,13,2,0,0,SP,0
477,1987,Bachelor,Couple,8351200,0,0,6/17/14,31,1060,61,835,80,20,101,1,4,10,1,1,0,SP,4
486,1989,Bachelor,Couple,8421900,0,0,02/02/14,27,434,137,400,45,137,45,1,3,10,1,0,0,CA,0
492,1974,Doctorate,Other,4843200,0,1,10/18/12,3,322,3,50,4,3,42,5,7,6,8,0,0,CA,0
498,1971,Bachelor,Single,3001500,1,0,02/02/14,28,25,0,22,2,3,5,2,1,4,5,0,0,SP,0
500,1978,Bachelor,Couple,9687600,0,0,08/06/13,79,908,43,735,40,194,21,1,7,9,2,1,0,SP,3
503,1986,Master,Couple,2055900,1,0,03/12/13,88,13,1,29,3,0,7,2,2,3,8,0,0,AUS,0
520,1975,Bachelor,Couple,3442100,1,0,07/01/13,81,3,3,7,6,2,9,1,1,2,7,0,0,SP,0
521,1986,Bachelor,Couple,5400600,1,0,9/18/12,42,174,77,203,6,24,97,2,8,7,7,0,0,SP,0
523,1990,Bachelor,Couple,3715500,1,0,1/31/13,51,23,0,26,7,15,3,1,2,4,5,0,0,SP,0
524,1967,High School / Below,Couple,2263400,0,0,1/16/13,47,2,23,11,8,6,46,1,2,2,8,0,0,AUS,0
528,1979,Bachelor,Couple,6581900,0,0,11/29/12,99,267,38,701,149,165,63,1,5,10,3,0,0,IND,0
531,1955,Doctorate,Single,5733300,0,1,9/22/12,55,941,14,397,76,58,176,11,8,9,6,1,0,SP,0
535,1988,Bachelor,Single,8136100,0,0,2/25/14,18,163,23,424,27,65,76,1,3,13,1,0,0,GER,0
538,1990,Bachelor,Single,4610700,1,0,02/10/14,78,31,9,27,16,9,33,1,1,4,3,0,0,SA,0
544,1955,Bachelor,Couple,6282000,0,0,05/11/13,51,398,61,265,138,61,53,1,3,6,1,0,0,SP,0
550,1953,Bachelor,Single,6233500,0,1,5/23/13,87,243,131,217,85,6,26,2,3,13,2,0,0,SP,0
564,1982,Doctorate,Couple,5693700,1,0,08/04/12,81,746,8,125,11,8,8,7,8,9,6,1,0,SP,1
569,1992,Bachelor,Single,9027300,0,0,12/14/13,32,704,129,853,120,74,111,1,5,7,2,1,0,SP,3
574,1965,Bachelor,Couple,4252300,0,0,4/23/14,96,14,36,11,3,26,35,1,1,4,2,0,0,GER,0
577,1977,Master,Couple,2690700,1,1,8/20/13,10,9,1,7,0,3,2,2,1,3,7,0,0,SP,0
590,1971,Master,Single,7857900,0,0,12/22/12,35,816,66,549,216,66,99,1,5,4,3,1,0,SP,0
591,1958,Bachelor,Single,6603300,0,1,1/20/13,76,293,35,179,46,59,65,2,8,7,7,0,0,IND,0
606,1968,Bachelor,Single,2593000,1,1,10/10/13,87,6,1,2,2,0,4,1,1,2,7,0,0,SP,0
607,1956,Master,Single,4176900,0,1,2/13/13,31,302,29,131,32,0,27,6,8,7,8,0,0,IND,0
610,1954,Doctorate,Couple,5359300,1,1,08/07/12,60,349,4,78,6,0,43,8,7,6,8,0,0,AUS,0
615,1961,Bachelor,Couple,3050700,0,0,03/11/13,29,65,36,74,38,20,110,1,5,4,7,0,0,SP,0
618,1978,Doctorate,Couple,6938900,0,1,9/28/12,17,422,7,238,69,46,15,1,7,12,4,0,0,AUS,0
624,1985,Master,Single,1889000,0,0,11/10/12,5,6,4,1,7,2,15,1,0,2,6,1,0,SA,1
626,1952,Bachelor,Couple,3287100,1,1,03/09/13,28,22,2,12,0,2,5,1,1,3,4,0,0,US,0
635,1967,Master,Couple,5718300,1,1,3/19/13,51,464,5,64,7,0,70,8,9,7,8,0,0,SP,0
640,1952,Bachelor,Couple,5730400,0,1,03/11/13,61,356,80,329,138,17,106,2,7,10,5,0,0,SP,0
641,1968,Bachelor,Single,5207400,0,1,04/04/14,77,59,0,12,0,0,48,1,2,2,4,0,0,IND,1
642,1981,High School / Below,Couple,1600500,1,0,8/14/12,69,1,3,2,20,30,47,3,2,2,8,0,0,CA,0
663,1990,Doctorate,Single,3399600,0,0,09/11/13,46,40,2,15,8,0,6,1,1,3,4,0,0,SP,0
675,1974,Master,Single,5203400,1,1,5/17/13,67,146,0,93,7,13,73,5,4,5,7,0,0,SP,0
679,1958,Doctorate,Couple,3763300,1,1,9/20/12,49,13,4,20,0,0,1,2,1,3,9,0,0,SP,0
692,1955,Bachelor,Couple,3680700,1,1,12/20/12,88,4,2,5,0,0,5,1,1,2,6,0,0,IND,0
697,1970,Bachelor,Couple,7491800,0,0,03/12/13,78,972,59,913,25,19,59,1,5,6,3,0,0,SP,1
701,1972,Bachelor,Couple,7369100,0,1,11/06/13,58,707,21,250,85,43,73,2,6,8,2,0,0,SP,1
702,1976,Master,Single,4768200,0,1,2/15/13,80,162,61,83,97,57,61,4,4,8,5,0,0,SP,0
709,1953,Bachelor,Single,5153700,0,1,12/09/12,27,787,20,204,0,0,92,3,2,11,8,0,0,SA,0
713,1978,Master,Couple,5035300,0,0,06/08/14,72,141,15,153,67,31,35,1,4,6,3,0,0,SP,0
716,1950,Doctorate,Couple,6791100,0,1,5/22/14,63,529,0,356,63,28,0,3,6,11,3,0,0,SP,0
736,1984,Bachelor,Couple,2842700,1,0,3/21/13,67,18,3,19,3,3,6,2,2,3,8,0,0,IND,0
737,1950,Doctorate,Couple,8036000,0,0,03/03/13,56,1493,86,454,112,43,43,2,4,5,2,0,0,SP,3
738,1982,Master,Single,4239500,1,1,04/04/14,35,48,13,57,24,15,25,4,3,4,7,0,0,IND,0
749,1982,Bachelor,Couple,4216200,1,0,11/19/13,31,46,7,59,2,4,27,2,3,3,6,1,0,SP,1
760,1976,Doctorate,Single,6055400,1,0,08/09/13,8,588,7,76,110,15,15,2,8,9,6,0,0,SA,0
762,1982,Master,Couple,7577400,1,0,05/02/14,27,340,21,134,258,14,56,1,7,8,4,0,0,SP,0
771,1968,Bachelor,Couple,5417800,0,1,1/21/14,79,135,9,39,4,0,7,1,2,5,2,0,0,GER,0
773,1972,Master,Single,4283500,1,1,6/30/13,64,379,4,93,12,9,98,7,6,4,6,0,0,IND,0
793,1974,Bachelor,Couple,2089500,1,0,10/06/12,24,18,3,17,3,0,4,1,2,3,9,0,0,AUS,0
796,1966,Master,Single,6016100,0,1,10/23/12,17,584,44,212,46,8,177,3,11,8,8,0,0,CA,0
798,1988,Bachelor,Single,2344200,1,0,12/24/12,71,2,0,6,8,6,5,1,1,3,7,0,0,SP,0
800,1961,Bachelor,Couple,4451200,1,1,8/30/13,57,23,1,6,0,0,2,2,1,3,4,0,0,SA,0
803,1969,Bachelor,Couple,4052100,1,1,04/05/13,82,12,0,5,0,0,4,1,0,2,5,0,0,SP,0
807,1970,Master,Couple,4460200,1,1,2/15/14,35,167,2,89,0,0,34,6,6,4,8,0,0,IND,0
810,1976,Bachelor,Couple,7419000,0,1,05/12/14,49,151,81,86,168,91,64,2,4,11,2,0,0,SP,0
819,1946,Bachelor,Single,6328500,0,0,11/05/13,84,508,124,249,50,38,134,1,6,13,3,0,0,SP,0
821,1993,Master,Single,9285900,0,0,10/19/12,46,962,61,921,52,61,20,1,5,12,2,0,0,CA,0
830,1988,Doctorate,Single,7400400,0,0,2/24/14,5,784,48,560,42,176,48,1,4,4,3,1,0,IND,2
832,1967,Doctorate,Couple,6581400,0,1,03/02/14,90,561,14,113,10,14,35,3,8,10,5,0,0,SP,0
833,1956,Master,Couple,3845200,1,1,3/30/14,62,56,0,14,0,0,2,3,3,3,7,0,0,SP,0
837,1978,Bachelor,Couple,5480900,1,1,09/11/13,0,63,6,57,13,13,22,4,2,5,4,0,0,SP,0
839,1976,Doctorate,Couple,4550300,1,0,9/25/13,54,97,4,44,6,1,18,1,3,4,5,0,0,SP,0
843,1972,Bachelor,Couple,6472200,1,0,5/26/14,47,303,0,280,60,147,15,4,8,11,6,0,0,SP,0
849,1954,Master,Couple,5612900,0,1,6/20/13,65,320,48,133,39,72,48,4,6,10,4,0,0,SP,0
850,1969,Bachelor,Single,7056600,0,1,10/06/13,4,381,28,215,84,28,21,2,6,9,3,0,0,SP,0
851,1973,Master,Couple,5713600,1,1,07/09/13,48,306,5,109,21,109,92,9,5,10,6,0,0,CA,0
868,1967,Bachelor,Couple,4479400,0,1,06/08/14,99,54,0,7,0,0,4,1,2,3,6,0,0,SA,0
873,1950,Master,Couple,6284500,1,1,10/01/12,3,1099,0,45,0,0,34,11,3,10,8,1,0,SP,1
879,1977,Master,Couple,4968100,0,2,11/04/13,66,411,0,26,0,0,21,6,7,7,7,0,0,SA,0
880,1967,High School / Below,Couple,2263400,0,0,1/16/13,47,2,23,11,8,6,46,1,2,2,8,0,0,SP,0
891,1952,Master,Couple,2929800,1,1,09/07/13,60,6,0,2,2,0,1,1,1,2,5,0,0,SP,0
895,1949,Doctorate,Couple,6146700,0,2,12/09/12,69,410,16,114,0,5,49,3,5,10,5,0,0,SP,0
898,1987,Bachelor,Couple,2347700,1,0,10/21/13,39,38,15,54,3,8,29,3,3,4,8,0,0,SP,0
902,1981,Bachelor,Couple,6299400,1,0,03/04/14,74,224,12,48,4,12,12,1,6,4,6,0,0,CA,0
905,1987,Bachelor,Single,2184600,1,0,10/22/13,38,7,17,18,6,10,26,4,4,3,8,0,0,SA,0
907,1976,Bachelor,Couple,4614900,0,1,11/29/13,36,254,6,71,4,0,27,5,5,7,5,0,0,SP,0
916,1973,Doctorate,Single,4164400,1,1,05/09/14,67,20,3,4,2,0,2,2,1,3,3,0,0,SP,0
922,1980,Master,Couple,3108600,1,1,05/04/13,79,16,2,11,3,0,16,2,1,2,8,0,0,GER,1
933,1979,Doctorate,Couple,3771700,1,0,11/23/12,31,9,0,6,4,1,5,1,1,2,9,0,0,SP,0
938,1982,Bachelor,Couple,4021100,1,1,7/30/13,30,51,1,7,2,1,25,2,2,2,8,0,0,SP,1
940,1988,Bachelor,Single,5710000,1,0,5/18/14,9,158,11,99,15,11,17,2,3,7,3,0,0,SA,0
942,1983,Bachelor,Single,3966000,1,0,08/08/12,36,139,13,78,20,13,36,3,7,3,9,1,0,SP,0
944,1963,Bachelor,Couple,5618100,0,1,01/08/13,6,121,103,69,8,44,48,1,4,7,4,0,0,SP,0
945,1966,Bachelor,Couple,3631700,0,1,5/22/13,53,87,3,25,3,2,13,2,3,4,7,0,0,SP,0
946,1959,Master,Couple,2649000,0,0,9/22/12,92,45,47,52,21,20,25,2,3,5,6,0,0,SP,0
948,1972,Bachelor,Single,1024500,1,0,5/15/13,32,4,7,7,6,4,13,3,1,2,5,0,0,SP,0
954,1961,High School / Below,Single,2212300,0,0,3/27/14,77,3,3,24,34,7,31,1,2,3,5,0,0,AUS,0
955,1963,Master,Couple,4717500,1,1,10/28/12,81,167,2,44,6,2,19,7,4,4,8,1,0,SA,1
961,1973,Bachelor,Couple,7471600,0,1,09/12/13,92,133,27,421,13,195,71,2,7,5,4,0,0,SP,0
965,1972,Bachelor,Single,5563500,0,1,11/13/12,34,235,65,164,50,49,27,4,7,7,6,0,0,US,0
966,1967,Bachelor,Couple,4452900,0,1,07/05/13,98,538,13,91,17,6,26,6,6,11,5,0,0,SP,1
967,1977,Bachelor,Couple,4604900,1,1,7/21/13,11,342,9,112,19,14,19,10,5,9,7,1,0,SP,0
968,1969,Master,Single,4133500,1,0,12/26/13,24,112,19,21,16,14,5,3,4,4,7,0,0,AUS,0
975,1957,Bachelor,Single,5425200,1,1,5/28/13,25,178,4,26,8,4,44,5,4,5,6,0,0,AUS,0
977,1958,Bachelor,Couple,4732000,0,1,08/01/13,10,200,19,111,50,15,19,6,5,8,6,0,0,CA,0
979,1976,Bachelor,Single,3324900,1,0,2/20/13,11,6,10,21,19,14,42,2,2,3,6,0,0,SP,0
983,1985,Bachelor,Couple,4005900,1,0,9/28/13,82,110,29,92,28,10,145,1,6,3,8,0,0,US,1
988,1966,Bachelor,Couple,8116800,0,0,05/07/14,84,410,0,592,147,22,22,1,6,7,3,0,0,SP,1
999,1992,Bachelor,Single,8603700,0,0,01/02/13,95,490,44,125,29,20,22,1,6,11,3,1,0,CA,2
1000,1962,Master,Couple,7488100,1,1,03/08/13,48,505,72,270,36,27,54,4,9,12,5,0,0,SP,0
1008,1982,Doctorate,Couple,4495300,0,0,12/21/12,31,728,17,133,11,8,124,1,7,13,6,0,0,GER,1
1010,1978,Bachelor,Couple,4693100,2,1,4/24/14,94,41,0,17,3,1,16,2,1,3,3,0,0,SP,0
1012,1953,Bachelor,Single,6182300,0,1,2/18/13,26,523,7,134,37,14,169,4,8,10,7,0,0,AUS,0
1016,1960,Doctorate,Single,3455400,0,1,3/30/14,43,41,1,6,2,0,5,2,2,3,6,0,0,CA,0
1020,1974,Bachelor,Couple,7959300,0,0,05/12/14,70,350,60,568,110,133,145,1,5,7,2,0,0,SP,1
1029,1971,Doctorate,Couple,6441300,0,1,08/01/13,27,200,5,44,0,10,20,1,5,5,5,0,0,SP,0
1030,1966,Doctorate,Single,4063700,1,1,7/17/13,72,22,0,13,0,0,3,2,1,3,7,0,0,SA,0
1031,1990,Master,Couple,8571000,0,0,05/05/13,5,600,20,350,29,30,33,1,6,10,2,0,0,IND,1
1041,1974,Doctorate,Single,4843200,0,1,10/18/12,3,322,3,50,4,3,42,5,7,6,8,1,0,SA,0
1044,1954,Bachelor,Couple,5839800,0,0,5/14/13,44,299,5,201,21,21,49,3,5,8,4,0,0,AUS,0
1045,1966,Bachelor,Couple,5211700,0,1,8/16/12,55,112,10,107,30,0,20,2,5,4,7,0,0,SP,0
1048,1973,Master,Couple,3564100,1,0,7/14/13,11,63,3,67,8,9,28,2,3,4,7,1,0,SA,0
1050,1953,Bachelor,Couple,2833200,0,0,4/30/14,58,14,10,13,4,15,9,1,2,4,2,0,0,GER,0
1052,1970,Bachelor,Couple,5679600,0,1,2/16/13,24,656,38,161,62,47,37,3,8,7,7,0,0,AUS,0
1055,1977,Master,Couple,5320400,1,1,3/20/14,40,29,0,8,2,0,6,1,1,3,4,0,0,GER,0
1064,1972,Doctorate,Couple,4240300,1,0,12/11/13,18,22,1,11,0,5,3,1,1,3,8,0,0,SP,0
1065,1964,Bachelor,Single,8069500,0,0,12/29/13,85,557,129,984,193,37,18,1,5,5,2,0,0,US,0
1071,1977,Doctorate,Single,7017900,0,1,7/21/13,10,532,88,168,69,44,133,3,7,13,5,0,0,US,0
1072,1966,Doctorate,Single,4076000,0,1,8/30/13,64,70,0,17,0,0,6,2,2,3,6,0,0,CA,0
1077,1975,Bachelor,Couple,5671500,0,0,12/05/12,52,258,105,239,237,172,9,1,7,4,4,0,0,SP,0
1079,1972,Doctorate,Couple,7196900,0,1,10/16/12,59,1000,0,76,0,0,10,3,3,9,8,0,0,IND,1
1081,1958,Doctorate,Couple,7528300,1,2,3/27/13,26,733,9,180,12,19,66,11,6,5,4,0,0,SA,0
1087,1976,Master,Couple,2266900,1,0,5/22/13,30,16,14,36,37,22,48,3,4,2,9,1,0,SP,0
1092,1981,Bachelor,Couple,6101400,0,1,08/11/12,17,269,129,495,182,43,29,4,9,4,7,0,0,IND,0
1100,1961,Master,Couple,4127500,1,2,3/24/14,33,24,4,22,0,2,9,4,3,3,5,0,0,CA,0
1103,1977,Master,Couple,8192900,1,0,9/29/12,60,1486,55,278,49,0,185,2,4,10,6,1,0,AUS,2
1109,1983,Master,Couple,2759000,1,0,4/23/13,38,6,0,5,0,0,1,1,1,2,7,0,0,SP,0
1118,1957,Master,Couple,5096500,0,1,2/20/13,87,544,13,85,8,6,29,3,10,5,8,0,0,SP,1
1127,1974,Doctorate,Couple,8584400,0,0,5/29/14,62,938,19,843,25,95,38,1,6,7,2,0,0,SP,1
1131,1968,Doctorate,Single,5256900,0,1,04/05/14,54,85,0,3,0,0,7,1,2,4,3,0,0,SA,0
1135,1961,Master,Couple,1714400,1,1,2/15/14,96,18,2,19,0,2,6,5,3,4,7,0,0,CA,0
1137,1965,Bachelor,Single,8124600,0,0,12/29/13,87,398,190,537,61,156,37,1,4,7,1,0,0,SP,2
1139,1985,Doctorate,Couple,7335600,0,0,02/06/14,56,1050,14,322,0,14,112,1,5,5,2,1,0,SP,3
1142,1954,Doctorate,Couple,5570700,0,1,12/22/13,91,208,7,82,30,66,35,2,3,9,3,0,0,SP,0
1143,1973,Bachelor,Couple,2206300,1,0,08/08/13,43,7,10,13,3,11,11,2,2,3,7,0,0,CA,0
1146,1950,Master,Couple,4991200,0,1,09/07/12,5,520,8,223,32,49,42,4,10,7,8,1,0,AUS,1
